"Tipo de contacto","Fecha hora contacto","Coorde.nadaX","coorden.adaY"
"Recogida",2018-07-20,454158.75,3098213.15
"Recogida",2018-07-20,454940.89,3097810.69
"Captura",2018-07-21,440051.11,3073341.46
"Captura",2018-07-21,438861.95,3073831.37
"Captura",2018-07-21,439098.28,3073554.98
"Captura",2018-07-21,454876.34,3097904.47
"Observada",2018-07-21,445924.68,3103511.82
"Observada",2018-07-21,458557.25,3101441.55
"Observada",2018-07-21,455912.86,3099014.1
"Captura",2018-07-22,432876.8,3110469.79
"Captura",2018-07-22,432237.94,3111609.82
"Recogida",2018-07-18,456813.21,3098312.21
"Recogida",2018-07-20,456716.39,3098397.57
"Recogida",2018-07-22,456557.21,3098580.37
"Recogida",2018-07-22,456583.99,3098294.45
"Observada",2018-07-22,454100.2,3109006.58
"Recogida",2018-07-23,455827.91,3097963.58
"Recogida",2018-07-23,453316.56,3097948.12
"Recogida",2018-07-23,454600.02,3097571.84
"Captura",2018-07-23,456155.79,3097884.28
"Captura",2018-07-23,455919.44,3097853.8
"Captura",2018-07-23,455131.65,3097870.28
"Captura",2018-07-23,454867,3097896.07
"Captura",2018-07-23,455381.63,3097524.29
"Recogida",2018-05-22,456556.46,3098588.64
"Recogida",2018-05-24,439572.02,3073010.79
"Captura",2018-07-24,453132.12,3098410.51
"Captura",2018-07-24,455807.68,3097081.75
"Captura",2018-07-24,438815.41,3073805.65
"Captura",2018-07-24,453125.75,3098412.13
"Observada",2018-07-25,455808.62,3097082.28
"Observada",2018-07-25,433913.66,3083582.76
"Observada",2018-07-16,440697.11,3070576.76
"Recogida",2018-07-22,456126.82,3097828.6
"Captura",2018-07-25,455721.05,3097757.85
"Recogida",2018-07-25,454053.87,3098402.69
"Captura",2018-07-25,454809.47,3097896.28
"Captura",2018-07-25,454069.01,3097951.29
"Observada",2018-07-25,456012.56,3107025.2
"Captura",2018-07-26,455588.69,3097031.56
"Recogida",2018-07-26,458228.65,3101425.17
"Recogida",2018-07-26,453951.2,3098066.26
"Recogida",2018-07-26,454266.43,3098136.24
"Captura",2018-07-26,454786.13,3096785.94
"Captura",2018-07-26,454687.3,3098834.32
"Captura",2018-07-26,454689.19,3098833.78
"Captura",2018-07-26,454691.07,3098833.78
"Captura",2018-07-26,454965.09,3097896.16
"Captura",2018-07-26,454577.94,3097853.53
"Captura",2018-07-26,455763.46,3098131.69
"Captura",2018-07-26,454474.69,3097846.45
"Observada",2018-07-26,453544.55,3096916.05
"Recogida",2018-07-26,455183.72,3098443.04
"Captura",2018-07-27,455486.89,3098364.98
"Recogida",2018-07-27,455457.11,3097535.16
"Recogida",2018-07-27,431774.04,3113989.43
"Recogida",2018-07-28,452548.78,3099103.44
"Recogida",2018-07-28,453254.38,3097961.64
"Recogida",2018-07-28,431749.48,3114140.46
"Recogida",2018-07-28,454292.81,3098126.58
"Captura",2018-07-29,456097.63,3098356.78
"Recogida",2018-07-29,449814.6,3099412.61
"Captura",2018-07-29,453962.9,3098412.6
"Captura",2018-07-29,455817.23,3096987.69
"Recogida",2018-07-28,458298.5,3100637.6
"Captura",2018-07-30,457303.97,3107547.53
"Captura",2018-07-30,453325.05,3097950.21
"Recogida",2018-07-30,432517.47,3111051.94
"Recogida",2018-07-26,457546.04,3107858.98
"Recogida",2018-07-28,455146.1,3102750.12
"Captura",2018-07-31,455129.39,3098414.03
"Captura",2018-07-31,456011.45,3098642.39
"Captura",2018-07-31,455157.55,3098758.18
"Captura",2018-07-31,454723.58,3098827.27
"Captura",2018-07-31,454970.98,3097963.15
"Captura",2018-07-31,453947.82,3098413.72
"Captura",2018-07-31,453781.59,3098465.89
"Captura",2018-07-31,455249.97,3098129.35
"Muda",2018-08-01,425732.3,3091156.38
"Recogida",2018-07-31,453845.9,3098515.05
"Recogida",2018-07-31,439384.13,3073755.44
"Observada",2018-08-01,439554.97,3072768.57
"Recogida",2018-08-01,454828.35,3098399.28
"Recogida",2018-08-01,457991.51,3101282.03
"Recogida",2018-08-01,454611.96,3097488.39
"Recogida",2018-08-01,456458.41,3097339.16
"Captura",2018-08-01,456147.04,3098458.07
"Captura",2018-08-01,455381.63,3097524.29
"Recogida",2018-07-30,455527.23,3098386.51
"Captura",2018-08-02,454941.43,3097828.21
"Captura",2018-08-02,455197.44,3098075.89
"Captura",2018-08-02,454986.33,3098738.63
"Recogida",2018-08-02,454150.15,3098180.78
"Recogida",2018-07-23,448088.33,3095649.56
"Observada",2018-08-03,437960.95,3073279.2
"Recogida",2018-08-03,454621.22,3097816.14
"Recogida",2018-08-03,456700.75,3098377.43
"Recogida",2018-08-04,453079.15,3098369.8
"Captura",2018-08-04,453182.3,3097617.67
"Captura",2018-08-04,454895.77,3097900.74
"Captura",2018-08-04,455421.72,3097526.25
"Observada",2018-08-04,452994.35,3097787.34
"Recogida",2018-08-05,453262.47,3097982.86
"Observada",2018-08-03,460451.77,3100464.54
"Recogida",2018-08-06,453640.07,3098568.98
"Captura",2018-08-06,455677.24,3097770.23
"Captura",2018-08-06,454569.58,3097852.9
"Captura",2018-08-06,439098.28,3073554.98
"Captura",2018-08-06,438815.41,3073805.65
"Captura",2018-08-07,455385.35,3098270.16
"Recogida",2018-08-07,434002.2,3110723.27
"Captura",2018-08-07,455314.66,3098201.99
"Observada",2018-08-07,437675.69,3073764.11
"Recogida",2018-05-08,456103.74,3106838.92
"Recogida",2018-08-08,437178.03,3113379.09
"Captura",2018-08-08,455311.91,3098428.21
"Recogida",2018-08-08,452825.66,3098652.9
"Captura",2018-08-08,455131.65,3097870.28
"Captura",2018-08-08,455372.91,3098272.96
"Captura",2018-08-09,453737.19,3097102.84
"Captura",2018-08-09,454577.94,3097853.53
"Captura",2018-08-10,456234.88,3098366.9
"Recogida",2018-08-10,455682.03,3097022.72
"Captura",2018-08-11,455750.03,3097432.6
"Observada",2018-08-11,455349.59,3098414.8
"Recogida",2018-08-12,455840.68,3096951.48
"Observada",2018-08-11,457244.31,3107988.7
"Recogida",2018-08-12,452285.52,3097752.42
"Recogida",2018-08-12,455094.49,3098158.61
"Captura",2018-08-13,455003.69,3098715.18
"Recogida",2018-08-13,454603.51,3097498.51
"Recogida",2018-08-13,455821.02,3096990.87
"Captura",2018-08-13,455862.09,3098283.27
"Captura",2018-08-13,455207.47,3097906.48
"Captura",2018-08-13,455197.44,3098075.89
"Recogida",2018-08-13,431653.04,3112350.02
"Recogida",2018-08-13,452319.89,3098332.95
"Recogida",2018-08-13,454639.94,3097779.41
"Captura",2018-08-14,453852.03,3096920.71
"Captura",2018-08-14,456175.3,3098449.46
"Captura",2018-08-14,432678.67,3111196.25
"Recogida",2018-08-14,440060.27,3072483.05
"Recogida",2018-08-15,456163.43,3101715.04
"Recogida",2018-08-15,455373.78,3097729.02
"Recogida",2018-08-15,452895.12,3097491.82
"Captura",2018-08-16,455262.73,3098135.67
"Recogida",2018-08-16,458150.81,3101408.97
"Recogida",2018-08-16,458197.82,3101640.43
"Recogida",2018-08-16,454850.27,3098416.14
"Captura",2018-08-16,456012.5,3096998.66
"Captura",2018-08-16,455987.83,3098630.25
"Captura",2018-08-16,454985.1,3097956.19
"Recogida",2018-08-16,454060.91,3098396.81
"Captura",2018-08-18,455491.64,3098199.64
"Captura",2018-08-18,454809.61,3098277.5
"Observada",2018-08-18,458285.11,3098145.5
"Recogida",2018-08-18,454894.57,3097782.7
"Recogida",2018-08-19,454983.94,3098725.94
"Captura",2018-08-20,455676.78,3097771.81
"Captura",2018-08-20,439466.79,3073279.02
"Recogida",2018-08-20,455738,3106143.79
"Captura",2018-08-20,454993.21,3097983.25
"Captura",2018-08-21,432689.07,3111158.63
"Captura",2018-08-21,432306.27,3111184.89
"Captura",2018-08-21,454474.69,3097846.45
"Captura",2018-08-21,454978.89,3098513.93
"Recogida",2018-08-21,455603.77,3098301.23
"Captura",2018-08-22,456198.86,3098445.67
"Recogida",2018-08-22,454763.54,3098547.68
"Captura",2018-08-22,452835.68,3098804.27
"Captura",2018-08-22,454792.48,3098272.8
"Recogida",2018-08-22,458586.09,3101413.96
"Recogida",2018-08-22,455474.92,3098013.23
"Recogida",2018-08-22,456000.67,3096986.48
"Recogida",2018-08-23,434717.48,3113353.47
"Recogida",2018-08-23,433168.09,3112337.72
"Observada",2018-08-23,455236.48,3097903.68
"Recogida",2018-08-23,433694.56,3110619.24
"Recogida",2018-08-24,455265.4,3097931.93
"Recogida",2018-08-24,433256.76,3083971.02
"Captura",2018-08-24,454986.33,3098738.63
"Observada",2018-08-24,433916.57,3083595.5
"Observada",2018-08-24,439523.19,3074281.32
"Captura",2018-08-26,454978.89,3098513.93
"Recogida",2018-08-27,454155.11,3099229.47
"Captura",2018-08-28,455104.36,3097883.35
"Recogida",2018-08-28,454879.81,3097859.71
"Captura",2018-08-28,432306.27,3111184.89
"Captura",2018-08-28,455248.81,3098244.21
"Captura",2018-08-28,455032.35,3097982.57
"Captura",2018-08-28,455197.44,3098075.89
"Captura",2018-08-28,454474.69,3097846.45
"Captura",2018-08-28,455375.24,3098264.99
"Captura",2018-08-29,455478.71,3098000.93
"Captura",2018-08-29,456046.66,3098632.15
"Captura",2018-08-30,454207.2,3098298.5
"Recogida",2018-08-29,455668.7,3096972.2
"Recogida",2018-08-30,454987.53,3098530.84
"Recogida",2018-08-30,432506.09,3111194.01
"Recogida",2018-09-04,457406.8,3100697.05
"Recogida",2018-09-04,453371.77,3097716.81
"Recogida",2018-08-31,455062.66,3098220.89
"Recogida",2018-08-31,455064.63,3098246.38
"Recogida",2018-09-01,435302.48,3112416.81
"Recogida",2018-09-04,452120.65,3099345.43
"Recogida",2018-09-04,452314.27,3098340.94
"Recogida",2018-09-06,458301.35,3101865.86
"Captura",2018-09-07,455283.79,3098394.43
"Captura",2018-09-10,432306.27,3111184.89
"Observada",2018-09-10,432477.55,3110739.23
"Recogida",2018-09-08,456728.63,3098394.34
"Recogida",2018-09-11,439035.03,3073581.35
"Captura",2018-09-12,455236.97,3098433.81
"Captura",2018-09-12,454809.61,3098277.5
"Observada",2018-08-11,434848.51,3078735.54
"Recogida",2018-09-01,452251.56,3098322.74
"Recogida",2018-09-11,454025.15,3098169.04
"Recogida",2018-09-13,439312.44,3073785.43
"Recogida",2018-09-10,454068.88,3098139.12
"Recogida",2018-09-14,453816.4,3099302.5
"Recogida",2018-09-14,450743.31,3096296.09
"Recogida",2018-09-16,458438.66,3101364.94
"Captura",2018-09-17,453938.91,3098057.28
"Captura",2018-09-17,455595.72,3098419.72
"Observada",2018-09-16,456920.1,3096697.33
"Recogida",2018-09-14,433865.31,3106811.85
"Recogida",2018-09-16,432291.7,3115468.77
"Recogida",2018-09-13,439454.21,3073016.03
"Recogida",2018-09-18,434587.45,3112352.75
"Recogida",2018-09-19,457648.78,3107962.97
"Captura",2018-09-20,458207.01,3101440.12
"Captura",2018-09-20,458221.3,3101480.45
"Observada",2018-09-21,448812.45,3110672.26
"Observada",2018-09-22,461099.85,3098189.98
"Recogida",2018-09-23,455806.08,3097029.63
"Recogida",2018-09-25,456730.63,3098414.42
"Observada",2018-09-22,446985.32,3113833.98
"Captura",2018-09-27,456069.98,3098637.39
"Recogida",2018-09-15,439309.03,3073872.07
"Recogida",2018-09-26,453138.27,3097915.24
"Recogida",2018-09-28,459200.54,3097637.41
"Recogida",2018-10-01,458689.06,3097149.85
"Captura",2018-10-02,453716.1,3098602.68
"Recogida",2018-10-02,454238.29,3098149.61
"Captura",2018-10-03,458561.06,3101452.7
"Captura",2018-10-03,454151.18,3098177.41
"Observada",2018-10-03,460159.57,3099916.66
"Recogida",2018-10-04,458134.84,3101413.2
"Captura",2018-10-04,454569.49,3097852.99
"Captura",2018-10-04,454577.94,3097853.53
"Captura",2018-10-04,454474.69,3097846.45
"Captura",2018-10-08,454809.47,3097896.28
"Captura",2018-10-08,454837.91,3097887.04
"Recogida",2018-09-08,431489.76,3112547.17
"Recogida",2018-10-09,458128.71,3101403.7
"Observada",2018-10-09,456473.54,3102529.46
"Captura",2018-10-09,432306.27,3111184.89
"Recogida",2018-10-08,439550.51,3074169.97
"Recogida",2018-10-12,453251.64,3097968.52
"Captura",2018-10-15,453264.19,3097939.82
"Captura",2018-10-15,432478.01,3110737.1
"Captura",2018-10-17,458003.71,3108380.73
"Captura",2018-10-17,458221.3,3101480.45
"Recogida",2018-10-17,454318.62,3098152.07
"Captura",2018-10-18,454569.49,3097852.99
"Recogida",2018-10-19,458252.45,3100556.25
"Captura",2018-10-19,455675.1,3097771.66
"Captura",2018-10-19,455207.47,3097906.48
"Recogida",2018-10-19,453322.76,3098532.44
"Recogida",2018-10-19,453322.76,3098532.44
"Recogida",2018-10-19,453322.76,3098532.44
"Captura",2018-10-24,439098.28,3073554.98
"Recogida",2018-10-24,453850.65,3096931.87
"Captura",2018-10-25,454976.5,3098758.32
"Recogida",2018-10-26,455382.52,3098175.21
"Recogida",2018-10-31,453860.04,3096920.68
"Captura",2018-10-31,453373.68,3097721.57
"Captura",2018-11-06,454908.54,3097909.72
"Captura",2018-11-06,455028.59,3097986.84
"Captura",2018-11-06,454985.1,3097956.19
"Recogida",2018-11-07,455847.13,3097038.05
"Captura",2018-11-08,453710.84,3097694.28
"Recogida",2018-11-08,452279.49,3098370.3
"Recogida",2018-11-08,452279.96,3098370.3
"Recogida",2018-11-08,452279.97,3098370.83
"Recogida",2018-11-10,459471.29,3100654.98
"Recogida",2018-11-12,452605.68,3097647.36
"Recogida",2018-11-09,452279.97,3098370.71
"Recogida",2018-11-15,452279.97,3098370.71
"Recogida",2018-11-15,452279.97,3098370.71
"Captura",2018-11-16,458217.07,3101484.18
"Captura",2018-11-19,455378.07,3098265.51
"Captura",2018-11-19,455372.91,3098272.96
"Recogida",2018-11-19,458339.27,3100589.62
"Recogida",2018-11-21,455832.87,3096935.26
"Observada",2018-12-06,450686.82,3100562.9
"Captura",2018-12-11,458302.89,3101494.5
"Captura",2018-12-11,458207.01,3101440.12
"Recogida",2018-11-11,458079.43,3101366.42
"Recogida",2018-12-12,458994.22,3097858.31
"Captura",2018-12-17,454577.94,3097853.53
"Captura",2018-12-17,455197.44,3098075.89
"Recogida",2018-12-18,454643.48,3097843.68
"Captura",2018-12-27,454986.33,3098738.63
"Captura",2019-01-11,457400.98,3107932.35
"Captura",2019-01-15,455763.46,3098131.69
"Observada",2019-01-16,458136.65,3101402.12
"Captura",2019-01-21,454830.75,3097912.14
"Captura",2019-01-22,433959.81,3111081.63
"Captura",2019-01-22,455356.57,3098263.89
"Recogida",2019-01-18,433087.21,3112109.19
"Recogida",2019-01-23,458216.09,3101474.09
"Observada",2019-01-25,462882.35,3095747
"Captura",2019-01-30,433793.31,3110614.49
"Recogida",2019-02-12,453873.56,3099027.04
"Recogida",2019-02-01,454763.82,3097919.85
"Recogida",2019-02-01,454766.18,3097918.85
"Recogida",2019-02-01,454769.32,3097919.28
"Recogida",2019-01-29,454673.81,3097518.18
"Recogida",2019-02-20,453608.78,3098529.25
"Recogida",2019-02-21,433811.17,3110337.55
"Captura",2019-02-25,457400.98,3107932.35
"Recogida",2019-02-26,439037.09,3073615.34
"Captura",2019-02-28,455391.85,3098420.05
"Captura",2019-02-28,453125.75,3098412.13
"Recogida",2019-02-28,452178.07,3097671.1
"Captura",2019-03-01,432689.07,3111158.63
"Recogida",2019-03-04,457110.99,3107203.96
"Captura",2019-03-04,454809.61,3098277.5
"Captura",2019-03-04,454809.61,3098277.5
"Recogida",2019-03-05,458366.73,3098023.56
"Captura",2019-03-06,432689.07,3111158.63
"Observada",2019-03-06,452850.84,3098821.21
"Recogida",2019-03-06,457977.09,3097971.8
"Recogida",2019-03-10,453321.76,3097953.94
"Recogida",2019-03-10,431661.78,3112746.93
"Recogida",2019-03-11,454407.96,3099271.01
"Captura",2019-03-11,453947.82,3098413.72
"Recogida",2019-03-12,451241.51,3097507.98
"Recogida",2019-03-12,452912.6,3098941.57
"Captura",2019-03-13,458552.25,3097951.2
"Captura",2019-03-13,454986.33,3098738.63
"Recogida",2019-03-16,458329.13,3101717.54
"Recogida",2019-03-17,454932.93,3097827.18
"Captura",2019-03-18,458526.18,3098046.91
"Recogida",2019-03-18,457423.26,3107969.99
"Captura",2019-03-18,456026.52,3098635.42
"Captura",2019-03-18,456168.82,3098354.93
"Recogida",2019-03-12,438712.88,3073110.82
"Recogida",2019-03-17,458873.31,3101649.26
"Recogida",2019-03-18,457848.86,3101199.65
"Recogida",2019-03-18,456655.29,3098454.1
"Recogida",2019-03-19,439226.62,3078985.96
"Recogida",2019-03-19,431761.14,3113791.33
"Recogida",2019-03-19,454491.21,3097725.79
"Recogida",2019-03-21,457880.38,3096855.89
"Recogida",2019-03-21,452761.16,3098603.32
"Captura",2019-03-22,455356.57,3098263.89
"Recogida",2019-03-24,459030.1,3098013.84
"Recogida",2019-03-24,453396.22,3097939.31
"Recogida",2019-03-25,452972.66,3096702.06
"Recogida",2019-03-22,452687.5,3100203.67
"Recogida",2019-03-26,435252.18,3112636.39
"Recogida",2019-03-26,440684.16,3072938.84
"Captura",2019-03-26,454970.98,3097963.15
"Captura",2019-03-27,457582.24,3108029.46
"Recogida",2019-03-27,454993.48,3098759.86
"Recogida",2019-03-28,456156.24,3107155.56
"Recogida",2019-03-28,436206.62,3114421.8
"Recogida",2019-03-28,456235.31,3096796.53
"Recogida",2019-03-29,454448,3097658.39
"Captura",2019-03-29,455028.59,3097986.84
"Captura",2019-03-29,454474.69,3097846.45
"Recogida",2019-03-29,439368.44,3073736.93
"Captura",2019-04-01,433959.81,3111081.63
"Captura",2019-04-01,433959.81,3111081.63
"Recogida",2019-03-29,432952.74,3115135.34
"Captura",2019-04-01,455914.3,3098302.52
"Muda",2019-04-02,457955.01,3100416.73
"Muda",2019-04-02,457949.82,3100414.63
"Recogida",2019-03-29,453505.29,3096822.86
"Recogida",2019-04-01,458023.86,3100422.86
"Recogida",2019-04-01,458023.95,3100428.18
"Captura",2019-04-02,459052.59,3100730.51
"Recogida",2019-04-02,454864.05,3100333.24
"Recogida",2019-04-02,456684.48,3098440.71
"Recogida",2019-04-02,458024.75,3101352.04
"Recogida",2019-04-03,458028.08,3101358.4
"Recogida",2019-04-03,458015.34,3101355.79
"Recogida",2019-04-03,453762.41,3097283.38
"Recogida",2019-04-03,439918.7,3073318.73
"Observada",2019-04-05,455060.9,3096746.12
"Observada",2019-04-05,458539.79,3098085.56
"Observada",2019-04-05,428135.4,3083548.33
"Recogida",2019-04-07,457431.85,3100713.43
"Observada",2019-04-08,456672.15,3101813.21
"Recogida",2019-04-08,457544,3096970.3
"Captura",2019-04-09,438924.47,3073486.8
"Captura",2019-04-09,438827.62,3073675.89
"Captura",2019-04-09,455450.3,3098493.04
"Recogida",2019-04-09,440470.05,3072733.76
"Captura",2019-04-09,438819.34,3073626.53
"Captura",2019-04-09,433713.69,3110257.34
"Captura",2019-04-09,455535.68,3097878.75
"Captura",2019-04-09,455535.68,3097878.75
"Recogida",2019-04-09,454533.13,3099260.04
"Observada",2019-04-09,442750.64,3072384.35
"Recogida",2019-04-10,458230.85,3101383.72
"Recogida",2019-04-10,458794.56,3101641.02
"Recogida",2019-04-10,459107.72,3097981.91
"Captura",2019-04-10,432478.01,3110737.1
"Captura",2019-04-10,454756.11,3098247.57
"Captura",2019-04-10,454756.11,3098247.57
"Recogida",2019-04-10,454157.57,3098397.51
"Recogida",2019-04-10,433806.39,3110329.14
"Captura",2019-04-11,459109.96,3099160.03
"Captura",2019-04-11,454109.83,3098365.29
"Observada",2019-04-10,456630.98,3107162.69
"Recogida",2019-04-11,457867.82,3099350.8
"Observada",2019-04-11,458258.57,3109153.59
"Recogida",2019-04-12,458408.23,3097998.44
"Recogida",2019-04-12,458067.48,3109087.57
"Captura",2019-04-12,454891.25,3097826.38
"Recogida",2019-04-14,433416.73,3107348.05
"Recogida",2019-04-14,457341.13,3096811.11
"Observada",2019-04-13,439094.32,3072924.56
"Recogida",2019-04-15,439390.24,3073844.13
"Observada",2019-04-15,441242.18,3071572.91
"Recogida",2019-04-16,432869.65,3109769.54
"Recogida",2019-04-12,452953.23,3098493.45
"Recogida",2019-04-12,452953.65,3098600.68
"Recogida",2019-04-12,454765,3100681.24
"Recogida",2019-04-13,433860.09,3110572.68
"Recogida",2019-04-13,454329.26,3098130.65
"Recogida",2019-04-13,454614.27,3096176.32
"Recogida",2019-04-14,453320.18,3097944.99
"Recogida",2019-04-15,455907.77,3105287.61
"Recogida",2019-04-15,457528.53,3098403.6
"Recogida",2019-04-15,433402.7,3109131.48
"Recogida",2019-04-15,453414.4,3096939.53
"Recogida",2019-04-16,434824.26,3111442.13
"Recogida",2019-04-16,458055.51,3098434.64
"Recogida",2019-04-16,457594.04,3096966.68
"Recogida",2019-04-16,453335.38,3097936.07
"Recogida",2019-04-16,453284.04,3097931.95
"Recogida",2019-04-17,458568.61,3101589.74
"Captura",2019-04-17,458684.05,3097523.86
"Captura",2019-04-17,455014.82,3096710.42
"Captura",2019-04-17,455995.4,3098635.53
"Captura",2019-04-17,455991.45,3098586.67
"Captura",2019-04-17,454166.09,3098402.79
"Recogida",2019-04-15,454302.82,3098156.3
"Recogida",2019-04-16,434305.32,3109827.44
"Recogida",2019-04-16,453315.14,3097948.12
"Recogida",2019-04-17,454859.44,3097720.68
"Recogida",2019-04-17,454840.62,3097729.24
"Recogida",2019-04-17,439322.26,3073762.13
"Captura",2019-04-19,454987.06,3097803.6
"Captura",2019-04-19,454569.49,3097852.99
"Observada",2019-04-19,440056.64,3073401.86
"Recogida",2019-04-20,458404.67,3097396.87
"Recogida",2019-04-21,455549.32,3097950.7
"Recogida",2019-04-21,455549.36,3097962.67
"Recogida",2019-04-21,458525.45,3096808.89
"Captura",2019-04-22,454907.23,3097762.99
"Captura",2019-04-22,454901.52,3097751.86
"Captura",2019-04-22,455422.66,3096638.51
"Captura",2019-04-22,454987.29,3097986.7
"Captura",2019-04-22,454318.42,3097866.48
"Observada",2019-04-22,440033.79,3073742.84
"Recogida",2019-04-23,461251.5,3099656.54
"Recogida",2019-04-23,458255.69,3101477.67
"Recogida",2019-04-23,453306.22,3097956.12
"Captura",2019-04-23,458223.89,3101415.1
"Recogida",2019-04-23,438935.83,3073492.6
"Captura",2019-04-24,439075.44,3073597.3
"Captura",2019-04-24,439095.22,3073516
"Observada",2019-04-24,454711.61,3102647.64
"Observada",2019-04-24,447938.91,3095232.11
"Observada",2019-04-24,439051.25,3073645.39
"Observada",2019-04-24,460612.99,3098597.17
"Recogida",2019-04-25,435261.38,3111997.45
"Recogida",2019-04-25,458637.76,3109047.69
"Captura",2019-04-25,432306.27,3111184.89
"Captura",2019-04-25,432306.27,3111184.89
"Captura",2019-04-25,432306.27,3111184.89
"Recogida",2019-04-22,455140.02,3097975.69
"Recogida",2019-04-24,454041.04,3098377.77
"Recogida",2019-04-25,460960.27,3100561.69
"Recogida",2019-04-26,434754.94,3112433.04
"Recogida",2019-04-26,454654.61,3097793.17
"Captura",2019-04-26,452589.49,3096874.63
"Recogida",2019-04-26,433213.24,3112412.91
"Captura",2019-04-26,454569.49,3097852.99
"Recogida",2019-04-27,455510.92,3098387.87
"Recogida",2019-04-27,434719,3081041.03
"Recogida",2019-04-28,455236.3,3099488.59
"Recogida",2019-04-28,453017.65,3098917.78
"Recogida",2019-04-28,453017.65,3098917.25
"Recogida",2019-04-28,433659.6,3110271.44
"Recogida",2019-04-28,449299.95,3095830.13
"Recogida",2019-04-29,458101.36,3101791.07
"Recogida",2019-04-29,454797.66,3100718.82
"Captura",2019-04-29,433719.44,3110019.82
"Recogida",2019-04-29,433410.19,3109132.16
"Captura",2019-04-29,458418.29,3097120.24
"Captura",2019-04-29,455165.2,3099290.47
"Recogida",2019-04-29,453584.91,3102580.3
"Recogida",2019-04-29,458412.11,3100534.54
"Recogida",2019-04-26,454921.91,3098532.74
"Recogida",2019-04-27,452132.37,3097674.5
"Recogida",2019-04-27,452132.37,3097674.5
"Recogida",2019-04-27,452132.37,3097674.5
"Recogida",2019-04-29,453273.99,3097925.45
"Recogida",2019-04-30,455499.09,3098044.48
"Captura",2019-04-30,454120.33,3098150.08
"Recogida",2019-04-30,455993.03,3098631.3
"Recogida",2019-04-30,451924.66,3097480.79
"Recogida",2019-04-30,451297.18,3096466.49
"Recogida",2019-04-30,454951.65,3098541.66
"Captura",2019-04-30,453710.84,3097694.28
"Captura",2019-04-30,453947.82,3098413.72
"Captura",2019-04-30,453781.59,3098465.89
"Captura",2019-04-30,453781.59,3098465.89
"Observada",2019-04-30,452845.47,3098775.54
"Recogida",2019-04-22,454122.92,3098214.35
"Recogida",2019-04-28,451040.22,3097706.27
"Recogida",2019-04-30,454832.45,3096939.82
"Recogida",2019-04-30,432242.29,3110917.88
"Recogida",2019-04-30,432314.41,3110870.6
"Recogida",2019-04-30,455301.48,3099423.84
"Recogida",2019-05-01,458240.73,3101916.01
"Recogida",2019-05-01,453250.24,3097869.74
"Recogida",2019-05-01,454824.81,3096912.22
"Recogida",2019-05-01,453309.97,3097950.27
"Recogida",2019-05-01,453262.87,3097841.97
"Captura",2019-05-02,460154.02,3098332.55
"Captura",2019-05-02,456266.57,3096843.66
"Recogida",2019-04-30,439533.22,3072797.18
"Recogida",2019-05-02,439290.96,3079025.47
"Captura",2019-05-03,455324.19,3098230.65
"Captura",2019-05-03,455324.19,3098230.65
"Captura",2019-05-03,455397.98,3098292.53
"Recogida",2019-05-01,435066.8,3111974.91
"Captura",2019-05-04,453965.52,3097756.06
"Captura",2019-05-04,454951.63,3097950.39
"Captura",2019-05-04,455655.72,3098221.72
"Captura",2019-05-04,455992.62,3098640
"Captura",2019-05-04,454891.25,3097826.38
"Captura",2019-05-04,454921.9,3097825.21
"Captura",2019-05-04,454569.49,3097852.99
"Captura",2019-05-04,454569.49,3097852.99
"Recogida",2019-05-02,457232.21,3109022.18
"Recogida",2019-05-04,456038.91,3098207.57
"Recogida",2019-05-04,458825.94,3101790.78
"Captura",2019-05-04,454964.65,3097910.05
"Captura",2019-05-04,454964.65,3097910.05
"Captura",2019-05-04,454964.65,3097910.05
"Captura",2019-05-06,453161.56,3098464.04
"Recogida",2019-05-06,433570.64,3110198.62
"Captura",2019-05-06,432684.48,3111181.7
"Captura",2019-05-06,458207.01,3101440.12
"Recogida",2019-05-05,453010.82,3098914.63
"Recogida",2019-05-06,455669.8,3095380.64
"Recogida",2019-05-07,454630.58,3095553.99
"Recogida",2019-05-07,438225.48,3111440.55
"Recogida",2019-05-07,453396.15,3097921.78
"Recogida",2019-05-07,453093.58,3099889.83
"Observada",2019-04-07,459219.33,3088048.98
"Recogida",2019-05-07,454515.33,3097756.84
"Recogida",2019-05-07,439831.88,3072979.81
"Recogida",2019-05-07,425104.56,3077626.53
"Recogida",2019-05-07,439667.66,3076425.05
"Recogida",2019-05-07,431575.91,3110889.94
"Captura",2019-05-08,439098.28,3073554.98
"Captura",2019-05-08,438815.41,3073805.65
"Captura",2019-05-08,439095.22,3073516
"Captura",2019-05-08,455421.72,3097526.25
"Captura",2019-05-08,455421.72,3097526.25
"Captura",2019-05-08,454986.33,3098738.63
"Recogida",2019-05-06,455675.01,3097782.1
"Recogida",2019-05-07,431533.02,3110885.94
"Recogida",2019-05-08,457486.75,3100733.64
"Recogida",2019-05-08,458321.39,3107986.86
"Recogida",2019-05-08,454005.8,3098164.33
"Captura",2019-05-09,455795.18,3097888.87
"Recogida",2019-05-09,460116.59,3099819.76
"Recogida",2019-05-09,448912.22,3110888.16
"Recogida",2019-05-09,455717.48,3098449.56
"Captura",2019-05-09,456136.14,3097829.79
"Recogida",2019-05-08,432770.75,3110630.61
"Observada",2019-05-09,447709.2,3097858.13
"Observada",2019-05-09,447658.3,3097887.6
"Recogida",2019-05-09,440118.27,3073451.52
