"Tipo de contacto","Fecha hora contacto","Coorde.nadaX","coorden.adaY"
"Captura",2021-04-10,431934.28,3110317.56
"Recogida",2021-04-10,452773.84,3098468.57
"Observada",2021-04-10,438804.52,3073022.59
"Captura",2021-04-10,431968.71,3110364.22
"Recogida",2021-04-10,452330.21,3098339.38
"Recogida",2021-04-10,455447.94,3099402.95
"Captura",2021-04-10,457576.87,3108357.74
"Captura",2021-04-10,458098.69,3100070.84
"Observada",2021-04-10,457569.18,3108250.82
"Observada",2021-04-10,438421.12,3071695.59
"Captura",2021-04-10,457400.77,3108168.15
"Muda",2021-04-10,457379.96,3098184.84
"Observada",2021-04-10,457847.94,3108803.76
"Recogida",2021-04-10,439220.62,3074457.43
"Recogida",2021-04-10,433672.13,3110091.46
"Recogida",2021-04-09,434474.56,3112730.47
"Captura",2021-04-11,440022.49,3073365.6
"Captura",2021-04-11,455081.2,3097024.53
"Recogida",2021-04-11,440004.21,3072760.27
"Captura",2021-04-11,434465.51,3113088.06
"Observada",2021-04-11,457496.74,3098257.88
"Captura",2021-04-11,454986.33,3098738.63
"Captura",2021-04-11,434463.15,3113072.02
"Recogida",2021-04-10,456482.28,3093235.63
"Captura",2021-04-11,434465.08,3113076.3
"Captura",2021-04-11,434461.45,3113073.94
"Captura",2021-04-11,456424.3,3093280.11
"Recogida",2021-04-11,434811.7,3111351.85
"Recogida",2021-04-10,455560.72,3092973.93
"Captura",2021-04-11,456771.5,3093422.7
"Recogida",2021-04-11,432018.95,3110401.84
"Recogida",2021-04-11,433562.67,3110139.46
"Recogida",2021-04-11,431865.47,3110391.43
"Recogida",2021-04-11,434329.89,3112589.59
"Recogida",2021-04-11,434326.74,3112589.69
"Captura",2021-04-11,440040.23,3073871.79
"Recogida",2021-04-11,456148.64,3097612.46
"Captura",2021-04-11,457271.15,3098145.04
"Recogida",2021-04-11,455437.07,3096633.88
"Observada",2021-04-10,455224.65,3099272.69
"Captura",2021-04-11,457217.79,3107891.44
"Captura",2021-04-11,454959.34,3099215.58
"Captura",2021-04-11,432446.4,3110387.79
"Captura",2021-04-11,454981.68,3099189.55
"Captura",2021-04-11,431755.98,3111864.59
"Captura",2021-04-11,432161.8,3111693.18
"Observada",2021-04-11,458758.44,3100630.1
"Muda",2021-04-11,439901.91,3073007.15
"Muda",2021-04-12,458338.66,3100236.17
"Captura",2021-04-12,435068.63,3112926.18
"Recogida",2021-04-12,457127.82,3107814.22
"Captura",2021-04-12,457251.73,3107971.16
"Captura",2021-04-12,455322.08,3099410.76
"Captura",2021-04-12,432695.48,3111142.89
"Observada",2021-04-12,431599.89,3112219.24
"Recogida",2021-04-12,458334.73,3098029.05
"Observada",2021-04-12,435017.15,3113610.08
"Captura",2021-04-12,454170.76,3097940.63
"Captura",2021-04-12,455763.46,3098131.69
"Captura",2021-04-12,454756.11,3098247.57
"Captura",2021-04-12,454997.76,3099253.72
"Captura",2021-04-12,453163.36,3098468.14
"Captura",2021-04-12,453163.32,3098469.3
"Recogida",2021-04-12,457087,3096780.89
"Observada",2021-04-12,431447.56,3114832.61
"Observada",2021-04-11,453992.3,3095049.52
"Captura",2021-04-12,458135.96,3100196.66
"Captura",2021-04-12,432512.53,3110873.9
"Captura",2021-04-12,432256.95,3110400.15
"Observada",2021-04-12,461605.18,3098929.7
"Recogida",2021-04-12,458494.91,3097842.93
"Recogida",2021-04-08,431458.12,3112992.82
"Captura",2021-04-13,441309.28,3071829.51
"Captura",2021-04-13,457862.26,3100069.4
"Captura",2021-04-13,434352.92,3111326.28
"Captura",2021-04-13,434078.51,3110858.81
"Captura",2021-04-13,455605.28,3098424.22
"Captura",2021-04-13,455717.89,3097794.51
"Captura",2021-04-13,455717.89,3097794.51
"Observada",2021-04-13,455995.64,3107024.9
"Recogida",2021-04-13,455477.18,3099285.49
"Captura",2021-04-12,454856.36,3099514.55
"Captura",2021-04-13,439354.75,3073601.98
"Captura",2021-04-12,453634.37,3096913.99
"Captura",2021-04-13,455835.44,3097775.69
"Recogida",2021-04-12,439735.23,3073364.7
"Captura",2021-04-13,455668.91,3093257.5
"Captura",2021-04-13,458094.55,3101428.72
"Muda",2021-04-13,439365.69,3074367.05
"Captura",2021-04-13,457416.41,3107911.03
"Captura",2021-04-13,453892.35,3098494.05
"Captura",2021-04-13,454868.81,3099524.75
"Captura",2021-04-13,456117.16,3098617.86
"Recogida",2021-04-12,456822.53,3098252.37
"Captura",2021-04-13,457895.36,3100075.51
"Recogida",2021-04-12,430448.75,3075409.15
"Recogida",2021-04-13,433973.09,3110387.67
"Captura",2021-04-13,458161.3,3100069.82
"Recogida",2021-04-13,434436.21,3112743.69
"Recogida",2021-04-13,454256.42,3098872.25
"Recogida",2021-04-13,439461.4,3073995.96
"Muda",2021-04-13,439940.22,3073687.29
"Recogida",2021-04-13,440200.03,3080222.02
"Recogida",2021-04-13,457248.64,3100676.63
"Recogida",2021-04-13,458024.71,3108564.72
"Captura",2021-04-14,457399.99,3107702.04
"Recogida",2021-04-13,450688.63,3096184.1
"Recogida",2021-04-14,458290.23,3101887.15
"Recogida",2021-04-14,432479.32,3111228.65
"Recogida",2021-04-10,455618.77,3093163.96
"Recogida",2021-04-14,454918.63,3102118.08
"Recogida",2021-04-14,457117.71,3100910.97
"Recogida",2021-04-13,431685.32,3110935.64
"Recogida",2021-04-13,440062.18,3074217
"Recogida",2021-04-14,439164.82,3073873.03
"Captura",2021-04-14,457225.46,3107515.07
"Recogida",2021-04-14,439157.02,3073871.84
"Recogida",2021-04-14,458851.37,3100421.56
"Captura",2021-04-13,456080.02,3098656.71
"Captura",2021-04-14,457295.39,3107867.28
"Captura",2021-04-14,457295.39,3107867.28
"Captura",2021-04-14,432974.19,3109997.29
"Captura",2021-04-14,457236.17,3107875.41
"Captura",2021-04-14,457382.91,3108026.4
"Captura",2021-04-14,453161.25,3098470.96
"Captura",2021-04-14,457558.09,3108086.07
"Recogida",2021-04-14,456122.26,3098616.56
"Recogida",2021-04-14,456119.71,3098619.56
"Recogida",2021-04-14,456121.11,3098614.34
"Captura",2021-04-14,455314.18,3098828.26
"Recogida",2021-04-14,456318.38,3102561.57
"Observada",2021-04-13,455312.07,3098837.91
"Captura",2021-04-14,456747.48,3098764.96
"Observada",2021-04-14,457424.58,3108128.46
"Captura",2021-04-14,457437.63,3108298.07
"Captura",2021-04-14,457696.79,3108345.7
"Recogida",2021-04-14,457077.83,3100822.1
"Recogida",2021-04-14,459017.12,3098021.92
"Observada",2021-04-14,433786.26,3114721.95
"Recogida",2021-04-14,458717.36,3100821.18
"Captura",2021-04-14,452638.43,3097663.99
"Muda",2021-04-15,439559.87,3073702.87
"Recogida",2021-04-14,453360,3097981.02
"Recogida",2021-04-15,439887.38,3072909.57
"Recogida",2021-04-15,439307.37,3073823.9
"Observada",2021-04-15,455867.81,3097015.82
"Recogida",2021-04-15,455992.2,3098647.64
"Captura",2021-04-15,456036.37,3097666.36
"Captura",2021-04-15,457559.82,3108263.99
"Captura",2021-04-15,455966.28,3097679.04
"Captura",2021-04-15,434289.61,3112993.84
"Recogida",2021-04-15,438693.61,3074007.88
"Captura",2021-04-15,457605.88,3108392.79
"Captura",2021-04-15,454333.72,3098134.38
"Captura",2021-04-15,454391.54,3098215.79
"Captura",2021-04-15,456238.34,3098412.34
"Recogida",2021-04-15,458706.51,3100937.99
"Captura",2021-04-15,457471.13,3108384.78
"Recogida",2021-04-14,457171.42,3098293.15
"Captura",2021-04-15,456975.91,3098198.93
"Recogida",2021-04-15,432724.04,3109967.86
"Recogida",2021-04-15,455922.37,3098309.35
"Captura",2021-04-15,455655.32,3098230.04
"Captura",2021-04-15,457321.08,3107597.93
"Recogida",2021-04-15,455584.25,3098312.81
"Captura",2021-04-15,455656.18,3098232.93
"Captura",2021-04-16,458210.7,3101416.73
"Captura",2021-04-16,458210.7,3101416.73
"Captura",2021-04-16,432689.07,3111158.63
"Captura",2021-04-16,454980.18,3097965.82
"Muda",2021-04-16,458159.54,3100105.25
"Captura",2021-04-16,432479.18,3110393.02
"Captura",2021-04-16,455301.21,3098254.11
"Captura",2021-04-16,458304.11,3100625.89
"Captura",2021-04-16,458017.32,3100161.55
"Captura",2021-04-16,454809.61,3098277.5
"Captura",2021-04-16,458213.21,3100303.21
"Captura",2021-04-16,454997.76,3099253.72
"Observada",2021-04-15,435775.35,3073546.82
"Captura",2021-04-16,455434.43,3098750.02
"Recogida",2021-04-15,456698.83,3098432.17
"Recogida",2021-04-15,456691.67,3098438.36
"Captura",2021-04-16,457043.47,3098392.78
"Captura",2021-04-16,438887.98,3073544.85
"Captura",2021-04-16,455488.78,3098366.57
"Muda",2021-04-16,438632.69,3073765.85
"Captura",2021-04-16,432611.48,3110284.67
"Recogida",2021-04-16,432240.52,3114310.82
"Recogida",2021-04-16,434526.67,3111327.33
"Captura",2021-04-16,455281.38,3096604.8
"Observada",2021-04-16,457383.94,3107523.63
"Captura",2021-04-16,455881.85,3097877.15
"Recogida",2021-04-16,457295.45,3108331.69
"Captura",2021-04-16,458278.74,3101847.13
"Captura",2021-04-16,452284.51,3097735.76
"Recogida",2021-04-16,439832.75,3072607.89
"Recogida",2021-04-16,439223.94,3073774.92
"Captura",2021-04-17,440031.11,3072981.95
"Observada",2021-04-16,440019.14,3074395.51
"Recogida",2021-04-16,457708.83,3100816.22
"Captura",2021-04-17,457534.97,3108054.78
"Recogida",2021-04-16,432604.03,3110438.2
"Recogida",2021-04-15,455807.87,3097274.76
"Recogida",2021-04-16,456020.13,3107022.51
"Captura",2021-04-17,457399.21,3107949.9
"Captura",2021-04-17,439822.93,3072918.75
"Recogida",2021-04-16,458681.65,3100760.13
"Recogida",2021-04-17,440020.47,3072986.67
"Recogida",2021-04-17,455890.41,3096892.35
"Captura",2021-04-17,457545.23,3108041.77
"Captura",2021-04-17,453299.08,3098522.85
"Captura",2021-04-17,453284.39,3098559.56
"Captura",2021-04-17,453300.94,3098553.54
"Recogida",2021-04-17,458797.53,3100740.55
"Observada",2021-04-17,434576.73,3113531.66
"Captura",2021-04-17,454052.6,3097841.37
"Captura",2021-04-17,457426.24,3108054.95
"Recogida",2021-04-17,456565.68,3100709.26
"Recogida",2021-04-16,434437.01,3112470.49
"Recogida",2021-04-17,453285.67,3103609.44
"Recogida",2021-04-17,457823.33,3108649.47
"Captura",2021-04-17,434468.69,3111321.04
"Captura",2021-04-17,434462.16,3111213.92
"Recogida",2021-04-17,457071.69,3100831.89
"Observada",2021-04-15,432916.45,3114640.45
"Recogida",2021-04-17,434762.56,3112445.8
"Recogida",2021-04-17,434626.46,3112883.56
"Muda",2021-04-18,457453.16,3108318.47
"Captura",2021-04-18,439099.14,3073318.31
"Recogida",2021-04-17,434934.89,3112318.92
"Captura",2021-04-18,439034.12,3073344
"Captura",2021-04-18,439024.25,3073348.73
"Captura",2021-04-18,438934.44,3073516.59
"Captura",2021-04-18,438934.44,3073516.59
"Captura",2021-04-18,438934.44,3073516.59
"Recogida",2021-04-17,459069.11,3100940.56
"Captura",2021-04-18,457547.44,3108035.79
"Captura",2021-04-18,435058.79,3112973.01
"Captura",2021-04-18,434488.58,3112207.64
"Captura",2021-04-18,432957.84,3109867
"Recogida",2021-04-18,453309.31,3097957.6
"Captura",2021-04-18,453206.8,3097526.22
"Captura",2021-04-18,453209,3097519.51
"Captura",2021-04-18,453238.26,3097642.95
"Captura",2021-04-18,453237,3097480.23
"Captura",2021-04-18,439964.22,3074273.74
"Observada",2021-04-18,449472.96,3099782.49
"Recogida",2021-04-18,457695.28,3096226.39
"Captura",2021-04-18,454872.11,3096757.19
"Captura",2021-04-18,434348.39,3111891.38
"Captura",2021-04-18,457473.49,3108347.18
"Captura",2021-04-18,434527.5,3112189.85
"Muda",2021-04-18,439000.93,3074472.81
"Recogida",2021-04-18,433290.83,3109656.75
"Captura",2021-04-18,440225.89,3072833.07
"Captura",2021-04-19,455131.65,3097870.28
"Captura",2021-04-19,439098.28,3073554.98
"Captura",2021-04-19,458292.94,3100584.65
"Captura",2021-04-19,457760.9,3100192.73
"Captura",2021-04-19,457171.6,3100666.78
"Observada",2021-04-17,440011.01,3074745.85
"Captura",2021-04-19,434400.11,3112920.93
"Captura",2021-04-19,458145.15,3100230.57
"Captura",2021-04-19,440217.36,3072827.87
"Captura",2021-04-19,452770.91,3098716.78
"Captura",2021-04-19,434427.72,3112975.42
"Captura",2021-04-19,434416,3112977.84
"Captura",2021-04-19,454010.81,3099223.53
"Captura",2021-04-19,434360.68,3113038.51
"Captura",2021-04-19,434398.41,3112889.95
"Captura",2021-04-19,454997.76,3099253.72
"Captura",2021-04-19,455954.93,3098670.95
"Captura",2021-04-17,455462.03,3099263.27
"Captura",2021-04-19,439954.9,3074304.11
"Recogida",2021-04-12,454680.13,3097518.86
"Muda",2021-04-19,454226.19,3098130.23
"Recogida",2021-04-19,434334.72,3112590.7
"Captura",2021-04-19,458192.04,3101630.73
"Captura",2021-04-19,451934.55,3097506.35
"Muda",2021-04-19,432735.36,3110068.01
"Muda",2021-04-19,432735.36,3110068.01
"Captura",2021-04-19,458170.48,3101332.14
"Captura",2021-04-19,458368.48,3101707.59
"Muda",2021-04-19,458169.89,3101331.57
"Recogida",2021-04-19,439204.76,3073706.92
"Recogida",2021-04-19,458193.81,3100201.1
"Captura",2021-04-19,456509.78,3098574.41
"Captura",2021-04-18,454010.47,3098151.56
"Captura",2021-04-20,454809.61,3098277.5
"Captura",2021-04-20,454756.11,3098247.57
"Captura",2021-04-20,458210.7,3101416.73
"Captura",2021-04-20,454809.61,3098277.5
"Recogida",2021-04-19,454860.18,3099490.27
"Observada",2021-04-15,439397.55,3073079.57
"Captura",2021-04-20,454107.58,3098421.19
"Recogida",2021-04-20,439763.93,3074281.82
"Observada",2021-04-19,453154.69,3103880.83
"Observada",2021-04-19,457638.05,3107969.38
"Observada",2021-04-19,457399.98,3107692.05
"Recogida",2021-04-20,452961.58,3098621.35
"Recogida",2021-04-20,439953.83,3073205.75
"Recogida",2021-04-16,455484.06,3098367.85
"Captura",2021-04-20,434309.34,3113034.98
"Captura",2021-04-20,439404.08,3074235.9
"Captura",2021-04-20,439508.68,3074479.07
"Observada",2021-04-20,457245.81,3098157.73
"Captura",2021-04-20,439511.55,3074483.02
"Captura",2021-04-20,452532.83,3098450.91
"Captura",2021-04-20,439516.29,3074498.59
"Captura",2021-04-20,453947.82,3098413.72
"Captura",2021-04-20,458623.62,3100375.47
"Captura",2021-04-20,439424.52,3074536.37
"Observada",2021-04-20,436501.24,3115004.48
"Captura",2021-04-20,453868.86,3098420.95
"Captura",2021-04-20,437065.52,3113257.01
"Captura",2021-04-20,453491.69,3097706.61
"Captura",2021-04-20,453720.81,3097772.13
"Muda",2021-04-20,457693.63,3100268.43
"Observada",2021-04-20,437543.49,3105218.84
"Captura",2021-04-20,440039.75,3073616.75
"Observada",2021-04-20,457525,3093719.57
"Recogida",2021-04-20,458069.45,3101362.01
"Captura",2021-04-20,432074,3110094.63
"Observada",2021-04-20,455812.7,3097058.09
"Captura",2021-04-20,455814.24,3097057.2
"Muda",2021-04-20,454273.76,3097962.01
"Observada",2021-04-18,440424.08,3072968.43
"Captura",2021-04-21,455385.89,3097541.23
"Captura",2021-04-21,454512.24,3099262.18
"Captura",2021-04-21,435117.87,3112676.89
"Recogida",2021-04-20,434403.01,3112847.48
"Recogida",2021-04-20,434389.96,3112856.63
"Captura",2021-04-21,457512.01,3107915.39
"Captura",2021-04-21,439361.06,3074113.68
"Observada",2021-04-21,458277.4,3108354.33
"Captura",2021-04-21,454830.75,3097912.14
"Captura",2021-04-21,453580.97,3097916.02
"Captura",2021-04-21,453569.94,3097816.13
"Recogida",2021-04-21,455630.29,3098787.79
"Recogida",2021-04-21,455719.6,3097066.79
"Observada",2021-04-21,456567.82,3098587.17
"Captura",2021-04-21,456608.79,3098603.75
"Excremento",2021-04-21,434616.7,3112267.5
"Captura",2021-04-21,458242.53,3100214.32
"Muda",2021-04-21,440065.72,3073883.62
"Captura",2021-04-21,440045.38,3073338.03
"Captura",2021-04-21,457867.14,3100109.12
"Captura",2021-04-21,439424.67,3074615.95
"Captura",2021-04-21,439411.82,3074612.13
"Recogida",2021-04-21,453401,3097934.81
"Recogida",2021-04-21,457976.42,3108455.54
"Recogida",2021-04-21,455366.67,3096073.08
"Recogida",2021-04-22,458798.38,3099154.42
"Recogida",2021-04-22,458087.95,3101420.71
"Captura",2021-04-22,453504.24,3099231.25
"Recogida",2021-04-22,456747.83,3098481.1
"Captura",2021-04-22,434418.31,3112950.02
"Recogida",2021-04-21,439033.47,3073576.13
"Recogida",2021-04-12,460588.2,3099167.84
"Muda",2021-04-22,432003.6,3110206.62
"Captura",2021-04-22,455922.92,3098688.41
"Excremento",2021-04-22,432094.06,3110092.96
"Excremento",2021-04-22,432185.4,3110083.81
"Captura",2021-04-22,457402.06,3098213.48
"Recogida",2021-04-22,456761.22,3098230.52
"Recogida",2021-04-22,456748.15,3098212.76
"Captura",2021-04-22,432402.1,3110411.45
"Observada",2021-04-22,434570.1,3112408
"Captura",2021-04-22,454318.42,3097866.48
"Captura",2021-04-22,454016.22,3097796.65
"Muda",2021-04-22,457438.9,3108285.46
"Captura",2021-04-22,455872.49,3097679.1
"Captura",2021-04-22,455870.49,3097665.71
"Recogida",2021-04-22,457929.51,3108373.13
"Recogida",2021-04-22,452500.94,3098399.7
"Observada",2021-04-22,452499.91,3098400.69
"Captura",2021-04-22,439272.65,3074610.37
"Captura",2021-04-22,452313.53,3098300.96
"Captura",2021-04-22,455518.82,3097799.91
"Observada",2021-04-21,452056.36,3103022.18
"Captura",2021-04-22,440104.75,3074077.24
"Recogida",2021-04-22,439814.12,3073317.59
"Captura",2021-04-22,455840.62,3098108.89
"Recogida",2021-04-22,452501.41,3098400.21
"Recogida",2021-04-21,455145.94,3098175.61
"Muda",2021-04-22,457899.74,3108272.51
"Excremento",2021-04-22,432106.7,3110098.49
"Observada",2021-04-22,454366.32,3094788.28
"Observada",2021-04-22,439294.82,3079009.33
"Captura",2021-04-22,454346.15,3098089.27
"Excremento",2021-04-22,432089.94,3110092.06
"Captura",2021-04-23,432613.76,3110461.53
"Captura",2021-04-23,458304.11,3100625.89
"Captura",2021-04-23,458064.5,3100410.17
"Captura",2021-04-23,434208.2,3112518.41
"Captura",2021-04-23,453294.42,3098514.62
"Captura",2021-04-23,431913.25,3110475.86
"Captura",2021-04-23,453325.41,3098532.61
"Recogida",2021-04-23,458894.34,3109855.83
"Captura",2021-04-23,439255.23,3073869.24
"Excremento",2021-04-23,433954.11,3112413.01
"Captura",2021-04-23,439434.2,3074310.25
"Captura",2021-04-23,454809.61,3098277.5
"Muda",2021-04-23,439512.17,3074382.04
"Captura",2021-04-23,434308.36,3112568.02
"Captura",2021-04-23,454884.88,3098304.84
"Captura",2021-04-23,457617.58,3108231.88
"Captura",2021-04-23,434481.42,3113150.88
"Recogida",2021-04-23,439275.95,3074408.28
"Recogida",2021-04-08,457465.18,3100955.32
"Captura",2021-04-23,454594.65,3098374.3
"Captura",2021-04-23,454075.98,3098394.56
"Recogida",2021-04-20,438941.1,3073554.4
"Recogida",2021-04-20,438943.02,3073555.1
"Captura",2021-04-23,439474.46,3074356.49
"Captura",2021-04-23,439512.78,3074484.36
"Captura",2021-04-23,439519.21,3074483.61
"Recogida",2021-04-23,458978.68,3100697.5
"Captura",2021-04-23,432551.11,3110224.48
"Observada",2021-04-23,450851.73,3100178.92
"Captura",2021-04-23,455455.09,3097495.85
"Captura",2021-04-23,458118.54,3100214.62
"Muda",2021-04-23,439440.09,3074287.22
"Observada",2021-04-23,439269.64,3074609.68
"Observada",2021-04-23,451694.3,3100084.14
"Captura",2021-04-23,455835.44,3097775.69
"Captura",2021-04-23,455835.44,3097775.69
"Captura",2021-04-23,432477.64,3110380.93
"Captura",2021-04-23,458294.72,3100291.58
"Recogida",2021-04-23,457962.85,3108388.06
"Recogida",2021-04-23,453981.96,3094184.18
"Captura",2021-04-23,439508.54,3074656.93
"Recogida",2021-04-23,453886.48,3094389.58
"Captura",2021-04-23,435066.18,3112697.92
"Captura",2021-04-23,454959.34,3099215.58
"Captura",2021-04-23,454959.34,3099215.58
"Captura",2021-04-23,455846.93,3098719.49
"Observada",2021-04-23,440206.01,3072448.49
"Muda",2021-04-24,440198.79,3072446.34
"Captura",2021-04-24,457393.21,3107926.24
"Recogida",2021-04-24,453084.09,3097615.54
"Muda",2021-04-24,434284.67,3111845.69
"Captura",2021-04-24,455638.65,3096744.76
"Captura",2021-04-24,456186.24,3097749.51
"Recogida",2021-04-24,454581.14,3099262.88
"Observada",2021-04-24,455677.4,3107414.99
"Recogida",2021-04-24,452894.38,3098849.02
"Captura",2021-04-24,434837.34,3111456.9
"Recogida",2021-04-24,432254.32,3114262.75
"Recogida",2021-04-24,458763.1,3101300.21
"Recogida",2021-04-24,434508.32,3112244.97
"Recogida",2021-04-24,458766.37,3101296.1
"Captura",2021-04-24,453332.36,3097835.07
"Captura",2021-04-24,454986.33,3098738.63
"Captura",2021-04-24,457914.27,3108256.28
"Captura",2021-04-24,457562.48,3108169.11
"Captura",2021-04-24,457579.88,3107948.22
"Captura",2021-04-24,457465.12,3108150.67
"Observada",2021-04-24,450210.57,3096496.66
"Recogida",2021-04-23,432625.98,3110417.24
"Captura",2021-04-24,457591.71,3108101.81
"Observada",2021-04-24,438305.99,3073666.97
"Captura",2021-04-24,454117.19,3097885.89
"Captura",2021-04-24,456211.15,3098612.17
"Captura",2021-04-24,456189.54,3098612.63
"Captura",2021-04-24,452538.63,3097710.55
"Captura",2021-04-24,439315.27,3074532.96
"Captura",2021-04-24,457547.17,3108368.69
"Recogida",2021-04-24,434359.23,3113115.24
"Captura",2021-04-24,435058.59,3112702.98
"Muda",2021-04-24,457416.06,3108315.78
"Captura",2021-04-24,457622.9,3108360.36
"Captura",2021-04-24,439278.41,3074612.83
"Captura",2021-04-24,457203.3,3107866.15
"Captura",2021-04-24,438978.4,3073431.56
"Captura",2021-04-24,439165.57,3073304.26
"Captura",2021-04-24,455481.35,3097593.15
"Captura",2021-04-24,455327.11,3097562.76
"Captura",2021-04-24,457907.43,3097535.78
"Recogida",2021-04-24,454718.37,3098828.72
"Captura",2021-04-25,434364.53,3111461.16
"Captura",2021-04-25,457280.43,3108002.96
"Captura",2021-04-25,455167.49,3099280.39
"Observada",2021-04-24,456947.16,3093396.99
"Captura",2021-04-25,456717.57,3098265.17
"Captura",2021-04-25,456702.16,3098273.05
"Captura",2021-04-25,433305.06,3109710.93
"Recogida",2021-04-25,457062.89,3100808.29
"Captura",2021-04-25,432896.67,3110112.28
"Recogida",2021-04-25,458973.04,3088622.07
"Recogida",2021-04-25,456752.29,3098235.61
"Recogida",2021-04-25,455678.8,3096791.19
"Recogida",2021-04-25,438980.82,3074442.29
"Captura",2021-04-25,457614.16,3108304.73
"Captura",2021-04-25,457819.39,3108291.96
"Captura",2021-04-25,457428.34,3108187.36
"Captura",2021-04-25,432881.07,3110071.39
"Captura",2021-04-25,457623.49,3108447.71
"Muda",2021-04-25,439122.38,3074485.45
"Captura",2021-04-25,434508.52,3112301.18
"Muda",2021-04-25,439327.56,3074512.76
"Captura",2021-04-25,435001.97,3112586.14
"Captura",2021-04-25,457360.92,3108043.11
"Observada",2021-04-25,455631.24,3093266.1
"Recogida",2021-04-23,456704.26,3098413.46
"Recogida",2021-04-23,456659.99,3098435.04
"Muda",2021-04-25,439468.69,3074474.33
"Captura",2021-04-25,454521.25,3098389.33
"Captura",2021-04-25,454441.7,3099547.99
"Captura",2021-04-26,454876.34,3097904.47
"Captura",2021-04-26,455249.97,3098129.35
"Captura",2021-04-26,440062.88,3072952.52
"Recogida",2021-04-25,457300.21,3108319.89
"Observada",2021-04-22,458557.48,3108315.49
"Captura",2021-04-26,453962.9,3098412.6
"Recogida",2021-04-26,458152.02,3100070.67
"Recogida",2021-04-26,458052.23,3100073.09
"Captura",2021-04-26,440037.52,3073637.95
"Captura",2021-04-26,454324.02,3097750.05
"Muda",2021-04-26,458240.9,3100207.74
"Captura",2021-04-26,458181.61,3100274.61
"Recogida",2021-04-25,440403.76,3072931.7
"Captura",2021-04-26,434538.41,3111479.04
"Captura",2021-04-26,434369.35,3113080.11
"Captura",2021-04-26,458079.53,3108750.34
"Observada",2021-04-26,458072.93,3108752.22
"Captura",2021-04-26,453101.03,3097892.8
"Captura",2021-04-26,454991.03,3098716.72
"Captura",2021-04-26,454232.06,3098037.06
"Captura",2021-04-26,434991.84,3112461.47
"Recogida",2021-04-26,455359.61,3097576.75
"Captura",2021-04-26,455835.44,3097775.69
"Captura",2021-04-26,455717.89,3097794.51
"Captura",2021-04-26,457855.6,3101239.44
"Recogida",2021-04-26,432488.44,3110075.92
"Observada",2021-04-26,461741.28,3098884.93
"Captura",2021-04-26,461778.5,3098813.22
"Captura",2021-04-26,433117.75,3109874.72
"Recogida",2021-04-26,452980.13,3097826.22
"Muda",2021-04-26,439553.34,3074478.08
"Recogida",2021-04-26,456157.05,3097640.01
"Observada",2021-04-12,439957.02,3072882.62
"Recogida",2021-04-25,439472.6,3073090.87
"Recogida",2021-04-26,457258.49,3108148.8
"Muda",2021-04-27,438664.72,3074104.04
"Captura",2021-04-27,458951.39,3101552.24
"Muda",2021-04-27,458675.77,3101330.3
"Captura",2021-04-27,458621.65,3101358.63
"Observada",2021-04-27,458470.62,3101223.96
"Muda",2021-04-27,458395.87,3101404.72
"Recogida",2021-04-27,434778.17,3112753.49
"Captura",2021-04-27,458636.84,3101324.9
"Observada",2021-04-26,435014.57,3078766.79
"Recogida",2021-04-27,458209.52,3101479.45
"Muda",2021-04-27,434608.51,3111569.63
"Captura",2021-04-27,434983.88,3111892.85
"Captura",2021-04-27,433648.04,3110196.18
"Captura",2021-04-27,434562.33,3111484.43
"Recogida",2021-04-27,455642.49,3098222.1
"Captura",2021-04-26,455443.6,3098262.61
"Recogida",2021-04-27,458594.44,3108385.81
"Captura",2021-04-27,433051.16,3109871.19
"Captura",2021-04-27,432948.12,3110026.69
"Captura",2021-04-27,455658.14,3097836.6
"Captura",2021-04-27,455658.14,3097836.6
"Captura",2021-04-27,455658.14,3097836.6
"Captura",2021-04-27,458123.45,3100231.02
"Muda",2021-04-27,458109.06,3100233.61
"Observada",2021-04-27,439337.06,3073929.75
"Captura",2021-04-27,457398.6,3100590.74
"Muda",2021-04-27,457706.71,3100493.81
"Recogida",2021-04-27,452923.9,3098586.18
"Observada",2021-04-26,453095.4,3096505.56
"Captura",2021-04-27,455488.78,3098366.57
"Recogida",2021-04-26,455524.3,3098386.44
"Captura",2021-04-28,438955.45,3073424.24
"Captura",2021-04-28,457295.39,3107867.28
"Captura",2021-04-28,457471.84,3108372.28
"Recogida",2021-04-28,434644.66,3112468.44
"Recogida",2021-04-27,457287.15,3097619.3
"Captura",2021-04-28,438914.38,3073503.36
"Muda",2021-04-28,438773.65,3073533.59
"Muda",2021-04-28,438774.68,3073533.88
"Muda",2021-04-28,438774.28,3073533.3
"Recogida",2021-04-27,456501.29,3098538.99
"Observada",2021-04-28,434823.68,3112413.01
"Muda",2021-04-28,434940.2,3112313.32
"Recogida",2021-04-28,454891.65,3096355.43
"Muda",2021-04-28,457698.08,3108367.24
"Captura",2021-04-28,453576.8,3097833.03
"Recogida",2021-04-27,457958.5,3108762.81
"Captura",2021-04-28,434481.54,3112322.05
"Recogida",2021-04-28,434617.48,3112432.47
"Captura",2021-04-28,434482.91,3112334.45
"Recogida",2021-04-28,435020.87,3105024.8
"Observada",2021-04-28,457606.91,3107889.4
"Recogida",2021-04-28,453315.86,3097947.78
"Observada",2021-04-28,433764.55,3110120.76
"Observada",2021-04-28,449028.22,3073215.16
"Captura",2021-04-28,432456.52,3110374.89
